model,question,correct,seconds,prompt_chars
glm-edge-1.5b Q5_K_M,458,1,0.2052,610
glm-edge-1.5b Q5_K_M,459,1,0.1239,284
glm-edge-1.5b Q5_K_M,460,1,0.0836,129
glm-edge-1.5b Q5_K_M,461,0,0.1347,476
glm-edge-1.5b Q5_K_M,462,1,0.1298,463
glm-edge-1.5b Q5_K_M,463,1,0.0783,265
glm-edge-1.5b Q5_K_M,464,1,0.0808,180
glm-edge-1.5b Q5_K_M,465,0,0.1235,307
glm-edge-1.5b Q5_K_M,466,1,0.1266,458
glm-edge-1.5b Q5_K_M,467,1,0.1259,311
glm-edge-1.5b Q5_K_M,468,1,0.1231,355
glm-edge-1.5b Q5_K_M,469,0,0.1362,425
glm-edge-1.5b Q5_K_M,470,1,0.1285,317
glm-edge-1.5b Q5_K_M,471,1,0.0889,215
glm-edge-1.5b Q5_K_M,472,1,0.1263,326
glm-edge-1.5b Q5_K_M,473,1,0.0869,167
glm-edge-1.5b Q5_K_M,474,1,0.1359,510
glm-edge-1.5b Q5_K_M,475,1,0.0924,223
glm-edge-1.5b Q5_K_M,476,1,0.0890,173
glm-edge-1.5b Q5_K_M,477,1,0.1359,494
glm-edge-1.5b Q5_K_M,478,1,0.0888,164
