model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q6_K,315,0,0.1257,285
Qwen2.5-1.5B Q6_K,316,1,0.0922,272
Qwen2.5-1.5B Q6_K,317,1,0.1285,337
Qwen2.5-1.5B Q6_K,318,1,0.1351,550
Qwen2.5-1.5B Q6_K,319,0,0.0899,129
Qwen2.5-1.5B Q6_K,320,1,0.1377,588
Qwen2.5-1.5B Q6_K,321,1,0.0874,228
Qwen2.5-1.5B Q6_K,322,1,0.1256,376
Qwen2.5-1.5B Q6_K,323,1,0.0913,226
Qwen2.5-1.5B Q6_K,324,1,0.0904,160
Qwen2.5-1.5B Q6_K,325,1,0.1317,476
Qwen2.5-1.5B Q6_K,326,1,0.0870,151
Qwen2.5-1.5B Q6_K,327,1,0.0909,223
Qwen2.5-1.5B Q6_K,328,1,0.0915,192
Qwen2.5-1.5B Q6_K,329,1,0.0898,152
Qwen2.5-1.5B Q6_K,330,0,0.1249,307
Qwen2.5-1.5B Q6_K,331,1,0.1331,593
Qwen2.5-1.5B Q6_K,332,1,0.0914,193
Qwen2.5-1.5B Q6_K,333,1,0.1302,219
Qwen2.5-1.5B Q6_K,334,1,0.1255,334
Qwen2.5-1.5B Q6_K,335,0,0.1282,308
Qwen2.5-1.5B Q6_K,336,0,0.1217,177
Qwen2.5-1.5B Q6_K,337,1,0.1305,402
Qwen2.5-1.5B Q6_K,338,0,0.0910,234
Qwen2.5-1.5B Q6_K,339,1,0.0908,298
Qwen2.5-1.5B Q6_K,340,0,0.0916,232
Qwen2.5-1.5B Q6_K,341,0,0.0910,165
Qwen2.5-1.5B Q6_K,342,1,0.0937,197
Qwen2.5-1.5B Q6_K,343,1,0.1361,521
Qwen2.5-1.5B Q6_K,344,0,0.1350,388
Qwen2.5-1.5B Q6_K,345,1,0.1331,377
Qwen2.5-1.5B Q6_K,346,0,0.0926,198
Qwen2.5-1.5B Q6_K,347,1,0.0919,270
Qwen2.5-1.5B Q6_K,348,1,0.0889,148
Qwen2.5-1.5B Q6_K,349,0,0.0925,250
Qwen2.5-1.5B Q6_K,350,1,0.0904,167
Qwen2.5-1.5B Q6_K,351,1,0.1338,376
Qwen2.5-1.5B Q6_K,352,1,0.0907,222
Qwen2.5-1.5B Q6_K,353,1,0.0936,216
Qwen2.5-1.5B Q6_K,354,1,0.0936,230
Qwen2.5-1.5B Q6_K,355,0,0.0894,191
