model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q5_0,344,0,0.1106,388
Qwen2.5-1.5B Q5_0,345,1,0.1094,377
Qwen2.5-1.5B Q5_0,346,0,0.0702,198
Qwen2.5-1.5B Q5_0,347,0,0.0724,270
Qwen2.5-1.5B Q5_0,348,1,0.0699,148
Qwen2.5-1.5B Q5_0,349,0,0.0710,250
Qwen2.5-1.5B Q5_0,350,1,0.0700,167
Qwen2.5-1.5B Q5_0,351,1,0.1082,376
Qwen2.5-1.5B Q5_0,352,1,0.0720,222
Qwen2.5-1.5B Q5_0,353,1,0.0702,216
Qwen2.5-1.5B Q5_0,354,0,0.0715,230
Qwen2.5-1.5B Q5_0,355,0,0.0717,191
Qwen2.5-1.5B Q5_0,356,0,0.1134,438
Qwen2.5-1.5B Q5_0,357,0,0.1111,387
Qwen2.5-1.5B Q5_0,358,1,0.0738,171
Qwen2.5-1.5B Q5_0,359,1,0.0740,262
Qwen2.5-1.5B Q5_0,360,0,0.1070,396
Qwen2.5-1.5B Q5_0,361,1,0.0732,264
Qwen2.5-1.5B Q5_0,362,1,0.0709,197
Qwen2.5-1.5B Q5_0,363,1,0.0694,206
Qwen2.5-1.5B Q5_0,364,1,0.1171,470
Qwen2.5-1.5B Q5_0,365,1,0.0769,224
Qwen2.5-1.5B Q5_0,366,1,0.0797,224
Qwen2.5-1.5B Q5_0,367,1,0.0839,257
Qwen2.5-1.5B Q5_0,368,0,0.0839,258
Qwen2.5-1.5B Q5_0,369,1,0.0679,219
Qwen2.5-1.5B Q5_0,370,1,0.1078,303
Qwen2.5-1.5B Q5_0,371,1,0.0695,125
Qwen2.5-1.5B Q5_0,372,1,0.1076,302
Qwen2.5-1.5B Q5_0,373,0,0.0743,232
Qwen2.5-1.5B Q5_0,374,1,0.1881,663
Qwen2.5-1.5B Q5_0,375,1,0.0785,263
Qwen2.5-1.5B Q5_0,376,1,0.0757,287
Qwen2.5-1.5B Q5_0,377,0,0.0670,143
Qwen2.5-1.5B Q5_0,378,1,0.1069,377
Qwen2.5-1.5B Q5_0,379,1,0.0725,246
Qwen2.5-1.5B Q5_0,380,1,0.1070,273
Qwen2.5-1.5B Q5_0,381,1,0.0708,231
Qwen2.5-1.5B Q5_0,382,1,0.1062,300
Qwen2.5-1.5B Q5_0,383,1,0.1079,328
Qwen2.5-1.5B Q5_0,384,0,0.1016,252
Qwen2.5-1.5B Q5_0,385,0,0.0704,149
Qwen2.5-1.5B Q5_0,386,1,0.0687,173
Qwen2.5-1.5B Q5_0,387,1,0.1094,453
Qwen2.5-1.5B Q5_0,388,1,0.0685,268
Qwen2.5-1.5B Q5_0,389,1,0.1043,367
Qwen2.5-1.5B Q5_0,390,1,0.1041,345
Qwen2.5-1.5B Q5_0,391,1,0.0792,453
Qwen2.5-1.5B Q5_0,392,1,0.1257,479
Qwen2.5-1.5B Q5_0,393,0,0.1196,314
Qwen2.5-1.5B Q5_0,394,1,0.1341,442
Qwen2.5-1.5B Q5_0,395,1,0.0867,200
Qwen2.5-1.5B Q5_0,396,1,0.1308,491
Qwen2.5-1.5B Q5_0,397,1,0.0878,291
Qwen2.5-1.5B Q5_0,398,1,0.1197,393
Qwen2.5-1.5B Q5_0,399,1,0.1178,359
Qwen2.5-1.5B Q5_0,400,0,0.0638,120
Qwen2.5-1.5B Q5_0,401,1,0.1158,401
Qwen2.5-1.5B Q5_0,402,1,0.1081,371
Qwen2.5-1.5B Q5_0,403,1,0.1065,322
Qwen2.5-1.5B Q5_0,404,1,0.1137,440
Qwen2.5-1.5B Q5_0,405,1,0.1212,393
Qwen2.5-1.5B Q5_0,406,1,0.1135,335
Qwen2.5-1.5B Q5_0,407,0,0.1049,390
Qwen2.5-1.5B Q5_0,408,1,0.1099,457
Qwen2.5-1.5B Q5_0,409,0,0.1127,285
Qwen2.5-1.5B Q5_0,410,1,0.1117,370
Qwen2.5-1.5B Q5_0,411,1,0.0699,240
Qwen2.5-1.5B Q5_0,412,1,0.0686,174
Qwen2.5-1.5B Q5_0,413,0,0.1093,310
Qwen2.5-1.5B Q5_0,414,0,0.1054,323
Qwen2.5-1.5B Q5_0,415,1,0.1122,344
Qwen2.5-1.5B Q5_0,416,1,0.1738,724
Qwen2.5-1.5B Q5_0,417,1,0.0739,171
Qwen2.5-1.5B Q5_0,418,1,0.0719,260
Qwen2.5-1.5B Q5_0,419,1,0.1095,386
Qwen2.5-1.5B Q5_0,420,1,0.0709,134
Qwen2.5-1.5B Q5_0,421,1,0.1098,406
Qwen2.5-1.5B Q5_0,422,1,0.1125,444
Qwen2.5-1.5B Q5_0,423,1,0.1076,414
Qwen2.5-1.5B Q5_0,424,1,0.1057,407
Qwen2.5-1.5B Q5_0,425,0,0.1131,449
Qwen2.5-1.5B Q5_0,426,1,0.1059,268
Qwen2.5-1.5B Q5_0,427,0,0.0695,165
Qwen2.5-1.5B Q5_0,428,0,0.1109,492
Qwen2.5-1.5B Q5_0,429,1,0.0711,196
Qwen2.5-1.5B Q5_0,430,1,0.0573,100
Qwen2.5-1.5B Q5_0,431,1,0.1144,586
Qwen2.5-1.5B Q5_0,432,1,0.1044,375
Qwen2.5-1.5B Q5_0,433,1,0.0738,272
Qwen2.5-1.5B Q5_0,434,1,0.1175,606
Qwen2.5-1.5B Q5_0,435,0,0.1820,405
Qwen2.5-1.5B Q5_0,436,0,0.1807,598
Qwen2.5-1.5B Q5_0,437,0,0.0720,178
Qwen2.5-1.5B Q5_0,438,1,0.1172,580
Qwen2.5-1.5B Q5_0,439,0,0.1118,369
Qwen2.5-1.5B Q5_0,440,1,0.0696,193
Qwen2.5-1.5B Q5_0,441,0,0.0717,149
Qwen2.5-1.5B Q5_0,442,1,0.1042,257
Qwen2.5-1.5B Q5_0,443,1,0.1084,372
Qwen2.5-1.5B Q5_0,444,0,0.1102,268
Qwen2.5-1.5B Q5_0,445,1,0.0690,212
Qwen2.5-1.5B Q5_0,446,1,0.0733,267
Qwen2.5-1.5B Q5_0,447,0,0.0712,191
Qwen2.5-1.5B Q5_0,448,1,0.1100,480
Qwen2.5-1.5B Q5_0,449,1,0.1078,339
Qwen2.5-1.5B Q5_0,450,1,0.1107,386
Qwen2.5-1.5B Q5_0,451,1,0.0702,142
Qwen2.5-1.5B Q5_0,452,0,0.0720,189
Qwen2.5-1.5B Q5_0,453,0,0.1078,320
Qwen2.5-1.5B Q5_0,454,1,0.1133,465
Qwen2.5-1.5B Q5_0,455,1,0.1135,509
Qwen2.5-1.5B Q5_0,456,1,0.0696,193
Qwen2.5-1.5B Q5_0,457,1,0.1017,299
Qwen2.5-1.5B Q5_0,458,1,0.1780,610
Qwen2.5-1.5B Q5_0,459,1,0.1111,284
Qwen2.5-1.5B Q5_0,460,1,0.0695,129
Qwen2.5-1.5B Q5_0,461,0,0.1088,476
Qwen2.5-1.5B Q5_0,462,1,0.1125,463
Qwen2.5-1.5B Q5_0,463,1,0.0739,265
Qwen2.5-1.5B Q5_0,464,1,0.0711,180
Qwen2.5-1.5B Q5_0,465,0,0.1074,307
Qwen2.5-1.5B Q5_0,466,1,0.1061,458
Qwen2.5-1.5B Q5_0,467,1,0.1020,311
Qwen2.5-1.5B Q5_0,468,1,0.1082,355
Qwen2.5-1.5B Q5_0,469,1,0.1104,425
Qwen2.5-1.5B Q5_0,470,1,0.1069,317
