model,question,correct,seconds,prompt_chars
SmolLM2-1.7B Q5_K_M,449,1,0.1427,339
SmolLM2-1.7B Q5_K_M,450,0,0.1474,386
SmolLM2-1.7B Q5_K_M,451,1,0.0923,142
SmolLM2-1.7B Q5_K_M,452,0,0.0915,189
SmolLM2-1.7B Q5_K_M,453,0,0.1450,320
SmolLM2-1.7B Q5_K_M,454,1,0.1441,465
SmolLM2-1.7B Q5_K_M,455,1,0.1493,509
SmolLM2-1.7B Q5_K_M,456,1,0.0976,193
SmolLM2-1.7B Q5_K_M,457,1,0.1512,299
SmolLM2-1.7B Q5_K_M,458,1,0.2653,610
SmolLM2-1.7B Q5_K_M,459,1,0.1559,284
SmolLM2-1.7B Q5_K_M,460,1,0.1093,129
SmolLM2-1.7B Q5_K_M,461,0,0.1594,476
SmolLM2-1.7B Q5_K_M,462,1,0.1747,463
SmolLM2-1.7B Q5_K_M,463,1,0.1052,265
